,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,age_lower_bound,age_upper_bound
303,778148,936,115802,35-39,M,28,3199.0,0.0,0.0,1,0.0,35,39
304,778156,936,115804,30-34,M,28,9388.0,2.0,3.140000105,1,0.0,30,34
305,778161,936,115804,30-34,M,28,17954.0,6.0,7.5400002,2,1.0,30,34
306,778208,936,115812,40-44,F,29,2755.0,0.0,0.0,1,0.0,40,44
307,778264,936,115822,40-44,F,27,8152.0,1.0,0.99000001,1,0.0,40,44
308,778266,936,115822,40-44,F,27,74542.0,19.0,34.1500001,1,0.0,40,44
309,778421,936,115848,40-44,F,20,6699.0,2.0,3.090000033,1,0.0,40,44
310,778422,936,115848,40-44,F,20,11911.0,4.0,3.959999919,1,0.0,40,44
311,778461,936,115854,40-44,M,29,10090.0,2.0,2.650000095,1,1.0,40,44
312,778471,936,115856,30-34,M,32,1273.0,0.0,0.0,1,1.0,30,34
313,778483,936,115858,40-44,F,18,24188.0,5.0,8.179999828,1,0.0,40,44
314,778529,936,115866,30-34,M,31,2214.0,0.0,0.0,1,0.0,30,34
315,778556,936,115870,40-44,M,32,9735.0,4.0,4.130000114,1,1.0,40,44
316,778590,936,115876,30-34,M,30,1371.0,0.0,0.0,1,1.0,30,34
317,778600,936,115878,40-44,F,22,10750.0,4.0,5.389999866,1,0.0,40,44
318,778626,936,115882,30-34,M,29,7629.0,1.0,0.720000029,1,1.0,30,34
319,778628,936,115882,30-34,M,29,4608.0,0.0,0.0,1,0.0,30,34
320,778674,936,115890,35-39,M,29,3732.0,0.0,0.0,1,0.0,35,39
321,778689,936,115892,30-34,M,28,7453.0,1.0,1.679999948,1,1.0,30,34
322,778722,936,115898,35-39,F,64,41785.0,14.0,19.10000038,1,0.0,35,39
323,778737,936,115900,35-39,M,27,8077.0,2.0,3.579999924,1,1.0,35,39
324,778756,936,115904,35-39,F,63,5602.0,1.0,1.580000043,1,0.0,35,39
325,778804,936,115912,30-34,M,26,6184.0,2.0,2.75,1,1.0,30,34
326,778808,936,115912,30-34,M,26,1738.0,0.0,0.0,1,0.0,30,34
327,778964,936,115938,35-39,F,27,112460.0,25.0,41.29000068,1,0.0,35,39
328,779057,936,115954,40-44,M,15,4414.0,0.0,0.0,1,0.0,40,44
329,779106,936,115962,35-39,F,30,14670.0,7.0,9.410000324,1,0.0,35,39
330,779438,936,116031,30-34,F,64,33144.0,9.0,13.40999985,1,0.0,30,34
331,779453,936,116033,45-49,M,64,4397.0,1.0,0.949999988,1,0.0,45,49
332,779488,936,116039,45-49,M,65,1006.0,0.0,0.0,1,0.0,45,49
333,779573,936,116053,35-39,F,10,89527.0,24.0,32.28999996,1,0.0,35,39
334,779608,936,116059,35-39,F,15,2459.0,0.0,0.0,1,0.0,35,39
335,779609,936,116059,35-39,F,15,7116.0,2.0,1.730000019,1,1.0,35,39
336,779622,936,116061,30-34,F,15,8613.0,1.0,0.889999986,2,0.0,30,34
337,779631,936,116063,35-39,F,16,9730.0,1.0,1.379999995,1,0.0,35,39
338,779644,936,116065,30-34,F,16,51816.0,8.0,10.2299999,2,1.0,30,34
339,779645,936,116065,30-34,F,16,27289.0,3.0,4.429999828,1,0.0,30,34
340,779715,936,116077,30-34,F,29,20409.0,4.0,3.829999924,1,0.0,30,34
341,779716,936,116077,30-34,F,29,8044.0,1.0,1.110000014,1,0.0,30,34
342,779738,936,116081,30-34,F,28,15645.0,4.0,5.349999905,1,0.0,30,34
343,779778,936,116087,30-34,F,31,2466.0,0.0,0.0,2,2.0,30,34
344,779789,936,116089,45-49,M,10,11611.0,3.0,3.950000048,1,1.0,45,49
345,779824,936,116095,45-49,M,7,9375.0,3.0,4.019999981,1,0.0,45,49
346,779871,936,116103,30-34,F,32,4402.0,1.0,1.330000043,1,1.0,30,34
347,779918,936,116111,30-34,F,18,8469.0,2.0,3.089999914,1,0.0,30,34
348,779922,936,116111,30-34,F,18,5823.0,1.0,1.419999957,1,1.0,30,34
349,779944,936,116115,35-39,M,10,2549.0,0.0,0.0,1,0.0,35,39
350,779979,936,116121,35-39,M,16,25817.0,4.0,6.019999981,1,0.0,35,39
351,779995,936,116123,30-34,F,20,1961.0,0.0,0.0,1,0.0,30,34
352,780064,936,116135,30-34,F,22,2554.0,0.0,0.0,1,0.0,30,34
353,780104,936,116147,30-34,F,25,4971.0,1.0,1.230000019,1,1.0,30,34
354,780199,936,116163,35-39,F,23,1030.0,0.0,0.0,1,1.0,35,39
355,780318,936,116183,45-49,F,29,162341.0,56.0,77.07999969,3,0.0,45,49
356,780323,936,116183,45-49,F,29,24542.0,7.0,9.329999924,1,0.0,45,49
357,780486,936,116216,30-34,F,65,2879.0,0.0,0.0,1,1.0,30,34
358,780498,936,116218,30-34,F,64,13621.0,3.0,4.090000033,1,0.0,30,34
359,780511,936,116220,30-34,F,63,6175.0,1.0,1.370000005,2,1.0,30,34
360,780629,936,116240,30-34,F,28,2963.0,0.0,0.0,1,0.0,30,34
361,780653,936,116244,30-34,F,29,9076.0,1.0,1.379999995,1,1.0,30,34
362,780655,936,116244,30-34,F,29,20941.0,4.0,5.909999967,1,1.0,30,34
363,780666,936,116246,45-49,F,10,3462.0,0.0,0.0,1,0.0,45,49
364,780681,936,116248,30-34,F,26,4073.0,0.0,0.0,1,1.0,30,34
365,780700,936,116252,30-34,F,27,3745.0,0.0,0.0,1,0.0,30,34
366,780748,936,116265,30-34,F,24,830.0,0.0,0.0,1,0.0,30,34
367,780759,936,116267,45-49,F,18,2912.0,0.0,0.0,1,0.0,45,49
368,780760,936,116267,45-49,F,18,17167.0,5.0,6.910000086,1,0.0,45,49
369,780797,936,116273,30-34,F,22,24491.0,7.0,9.539999962,1,0.0,30,34
370,780799,936,116273,30-34,F,22,44699.0,13.0,17.30000037,2,0.0,30,34
371,780821,936,116277,30-34,F,23,6469.0,2.0,1.309999943,1,0.0,30,34
372,780830,936,116279,45-49,F,16,16053.0,3.0,4.079999924,1,1.0,45,49
373,780835,936,116279,45-49,F,16,54724.0,12.0,17.92999995,1,1.0,45,49
374,780867,936,116285,30-34,F,21,4706.0,1.0,1.220000029,1,0.0,30,34
375,780974,936,116303,40-44,F,32,8316.0,3.0,4.569999933,1,1.0,40,44
376,781066,936,116323,40-44,F,22,5794.0,2.0,2.269999981,1,0.0,40,44
377,781114,936,116331,40-44,F,18,4813.0,1.0,1.029999971,1,0.0,40,44
378,781159,936,116339,40-44,F,10,85285.0,26.0,36.13000035,1,0.0,40,44
379,781162,936,116339,40-44,F,10,5839.0,1.0,1.370000005,1,0.0,40,44
380,781175,936,116341,40-44,F,15,5859.0,1.0,1.539999962,1,0.0,40,44
381,781187,936,116343,40-44,F,16,164118.0,41.0,59.06999993,1,0.0,40,44
382,781195,936,116345,35-39,F,63,18234.0,6.0,7.810000062,1,0.0,35,39
383,781207,936,116347,35-39,F,64,2755.0,0.0,0.0,1,0.0,35,39
384,781303,936,116363,35-39,F,27,73676.0,20.0,28.5,1,0.0,35,39
385,781305,936,116363,35-39,F,27,18421.0,7.0,10.07999992,1,0.0,35,39
386,781327,936,116367,35-39,F,29,164754.0,49.0,67.97999978,2,1.0,35,39
387,781353,936,116371,35-39,F,10,7449.0,1.0,1.639999986,1,1.0,35,39
388,781354,936,116371,35-39,F,10,6424.0,1.0,0.529999971,1,0.0,35,39
389,781438,936,116385,30-34,M,63,2086.0,0.0,0.0,1,0.0,30,34
390,781470,936,116391,35-39,M,16,6016.0,0.0,0.0,1,0.0,35,39
391,781499,936,116395,35-39,M,15,6412.0,1.0,1.370000005,1,0.0,35,39
392,781508,936,116397,30-34,F,63,5040.0,1.0,1.440000057,1,0.0,30,34
393,781556,936,116405,30-34,F,32,1772.0,0.0,0.0,1,0.0,30,34
394,781559,936,116405,30-34,F,32,1783.0,0.0,0.0,1,0.0,30,34
395,781606,936,116413,35-39,M,20,8200.0,3.0,3.919999957,1,0.0,35,39
396,781690,936,116427,45-49,F,26,115896.0,38.0,49.44000006,1,0.0,45,49
397,781811,936,116447,35-39,F,16,10186.0,1.0,1.230000019,1,1.0,35,39
398,781857,936,116455,30-34,M,20,9134.0,3.0,4.180000067,2,0.0,30,34
399,781858,936,116455,30-34,M,20,3385.0,1.0,1.440000057,1,1.0,30,34
400,781907,936,116463,45-49,F,21,1314.0,0.0,0.0,1,0.0,45,49
401,781928,936,116467,30-34,M,18,2916.0,0.0,0.0,1,1.0,30,34
402,781929,936,116467,30-34,M,18,6142.0,1.0,1.330000043,1,0.0,30,34
403,781950,936,116471,30-34,F,20,1984.0,0.0,0.0,1,0.0,30,34
404,781999,936,116479,30-34,M,24,9142.0,3.0,3.749999881,1,0.0,30,34
405,782001,936,116479,30-34,M,24,5475.0,2.0,2.730000019,1,1.0,30,34
406,782022,936,116483,30-34,F,18,8254.0,2.0,2.320000052,1,1.0,30,34
407,782026,936,116483,30-34,F,18,5704.0,1.0,1.320000052,1,0.0,30,34
408,782130,936,116501,30-34,F,16,7301.0,0.0,0.0,1,0.0,30,34
409,782134,936,116501,30-34,F,16,37873.0,5.0,6.169999957,1,1.0,30,34
410,782135,936,116501,30-34,F,16,25267.0,4.0,4.940000057,2,1.0,30,34
411,782171,936,116507,30-34,F,30,535.0,0.0,0.0,1,0.0,30,34
412,782180,936,116509,30-34,M,29,3396.0,0.0,0.0,1,0.0,30,34
413,782219,936,116515,30-34,M,26,977.0,0.0,0.0,1,0.0,30,34
414,782228,936,116517,40-44,F,63,12318.0,5.0,6.340000153,1,1.0,40,44
415,782242,936,116519,30-34,F,28,4783.0,1.0,0.860000014,1,0.0,30,34
416,782275,936,116525,30-34,F,29,6475.0,1.0,1.350000024,1,0.0,30,34
417,782337,936,116535,45-49,F,16,104578.0,29.0,39.25000095,1,1.0,45,49
418,782407,936,116547,45-49,F,10,33664.0,11.0,12.51000035,1,0.0,45,49
419,782443,936,116553,40-44,F,20,979.0,0.0,0.0,1,0.0,40,44
420,782541,936,116569,40-44,F,28,7337.0,3.0,4.079999924,1,0.0,40,44
421,782587,936,116577,30-34,M,10,2499.0,0.0,0.0,1,0.0,30,34
422,782647,936,116587,40-44,F,27,11244.0,3.0,4.550000191,1,0.0,40,44
423,782658,936,116589,30-34,M,15,4827.0,0.0,0.0,1,0.0,30,34
424,782694,936,116595,35-39,F,29,29035.0,7.0,8.910000086,2,2.0,35,39
425,782706,936,116597,35-39,F,30,761.0,0.0,0.0,1,0.0,35,39
426,782754,936,116605,35-39,F,26,6532.0,1.0,1.610000014,1,0.0,35,39
427,782815,936,116615,40-44,F,10,11537.0,3.0,4.300000191,1,0.0,40,44
428,782816,936,116615,40-44,F,10,12183.0,3.0,2.869999945,1,0.0,40,44
429,782862,936,116623,35-39,F,64,5912.0,1.0,1.559999943,1,1.0,35,39
430,950068,936,123438,30-34,M,10,4012.0,1.0,1.570000052,1,0.0,30,34
431,950078,936,123440,30-34,M,16,12396.0,2.0,3.210000038,2,1.0,30,34
432,950079,936,123440,30-34,M,16,3142.0,0.0,0.0,2,2.0,30,34
433,950099,936,123443,30-34,M,18,1120.0,0.0,0.0,1,0.0,30,34
434,950109,936,123445,30-34,M,20,343.0,0.0,0.0,1,1.0,30,34
435,950170,936,123455,30-34,M,15,1720.0,0.0,0.0,1,1.0,30,34
436,950179,936,123457,30-34,M,16,3423.0,0.0,0.0,1,1.0,30,34
437,950182,936,123457,30-34,M,16,3242.0,0.0,0.0,1,0.0,30,34
438,950183,936,123457,30-34,M,16,15720.0,1.0,1.379999995,1,0.0,30,34
439,950200,936,123460,30-34,M,10,1217.0,0.0,0.0,1,1.0,30,34
440,950224,936,123464,40-44,M,20,2367.0,2.0,2.839999914,1,1.0,40,44
441,950326,936,123481,35-39,M,16,6607.0,1.0,1.320000052,2,0.0,35,39
442,950345,936,123484,30-34,M,64,616.0,0.0,0.0,1,0.0,30,34
443,950452,936,123502,45-49,M,16,5537.0,1.0,1.519999981,1,0.0,45,49
444,950463,936,123504,45-49,M,15,818.0,0.0,0.0,1,0.0,45,49
445,950495,936,123509,45-49,M,21,1909.0,1.0,0.980000019,1,0.0,45,49
446,950521,936,123514,30-34,M,21,351.0,0.0,0.0,1,0.0,30,34
447,950531,936,123515,45-49,M,22,572.0,0.0,0.0,1,0.0,45,49
448,950537,936,123516,40-44,M,36,1884.0,1.0,1.409999967,1,0.0,40,44
449,950550,936,123519,30-34,M,30,219.0,0.0,0.0,1,0.0,30,34
450,950577,936,123523,30-34,M,32,540.0,0.0,0.0,1,1.0,30,34
451,950578,936,123523,30-34,M,32,550.0,0.0,0.0,1,0.0,30,34
452,950595,936,123526,30-34,M,26,465.0,0.0,0.0,1,0.0,30,34
453,950609,936,123528,30-34,M,29,1761.0,0.0,0.0,1,1.0,30,34
454,950629,936,123532,30-34,M,65,152.0,0.0,0.0,1,1.0,30,34
455,950631,936,123532,30-34,M,65,152.0,0.0,0.0,1,1.0,30,34
456,950649,936,123535,30-34,M,64,429.0,0.0,0.0,1,0.0,30,34
457,950745,936,123551,30-34,M,29,1514.0,0.0,0.0,2,2.0,30,34
458,950770,936,123555,30-34,M,28,7780.0,3.0,4.329999924,2,2.0,30,34
459,950772,936,123556,35-39,M,28,460.0,0.0,0.0,1,0.0,35,39
460,950773,936,123556,35-39,M,28,471.0,0.0,0.0,1,0.0,35,39
461,950776,936,123556,35-39,M,28,2633.0,1.0,1.070000052,1,0.0,35,39
462,950787,936,123558,30-34,M,27,199.0,0.0,0.0,1,0.0,30,34
463,950808,936,123562,35-39,M,32,398.0,0.0,0.0,1,0.0,35,39
464,950839,936,123567,30-34,M,24,246.0,0.0,0.0,2,2.0,30,34
465,950878,936,123573,40-44,M,10,2967.0,1.0,1.5,1,1.0,40,44
466,950969,936,123588,45-49,M,36,255.0,0.0,0.0,1,0.0,45,49
467,951021,936,123597,30-34,F,7,457.0,0.0,0.0,1,1.0,30,34
468,951033,936,123599,30-34,F,10,5517.0,1.0,1.230000019,1,0.0,30,34
469,951035,936,123599,30-34,F,10,1539.0,0.0,0.0,1,1.0,30,34
470,951043,936,123601,30-34,F,16,3189.0,0.0,0.0,1,0.0,30,34
471,951045,936,123601,30-34,F,16,3348.0,0.0,0.0,1,0.0,30,34
472,951046,936,123601,30-34,F,16,20050.0,4.0,4.659999847,4,1.0,30,34
473,951102,936,123611,45-49,M,16,2254.0,0.0,0.0,1,0.0,45,49
474,951105,936,123611,45-49,M,16,5894.0,1.0,1.539999962,1,1.0,45,49
475,951133,936,123616,35-39,M,16,9948.0,2.0,2.720000029,2,0.0,35,39
476,951202,936,123627,45-49,F,26,5307.0,3.0,4.289999962,2,1.0,45,49
477,951225,936,123631,35-39,F,22,4621.0,2.0,3.25,1,1.0,35,39
478,951270,936,123639,35-39,F,18,784.0,0.0,0.0,1,1.0,35,39
479,951282,936,123641,35-39,F,16,5775.0,1.0,1.580000043,1,1.0,35,39
480,951285,936,123641,35-39,F,16,9297.0,2.0,2.619999886,2,1.0,35,39
481,951294,936,123643,35-39,F,15,699.0,0.0,0.0,1,0.0,35,39
482,951305,936,123644,35-39,F,10,1104.0,0.0,0.0,1,0.0,35,39
483,951334,936,123649,30-34,F,64,3717.0,1.0,1.539999962,1,0.0,30,34
484,951391,936,123659,30-34,F,28,2879.0,1.0,1.590000033,2,2.0,30,34
485,951392,936,123659,30-34,F,28,2749.0,1.0,1.389999986,1,0.0,30,34
486,951400,936,123660,45-49,F,10,24028.0,9.0,12.39000034,2,0.0,45,49
487,951402,936,123661,30-34,F,29,1118.0,0.0,0.0,1,1.0,30,34
488,951413,936,123662,30-34,F,26,1083.0,0.0,0.0,2,1.0,30,34
489,951420,936,123664,30-34,F,27,843.0,0.0,0.0,1,0.0,30,34
490,951444,936,123668,30-34,F,25,2983.0,1.0,0.970000029,1,0.0,30,34
491,951448,936,123668,30-34,F,25,696.0,0.0,0.0,1,0.0,30,34
492,951462,936,123671,45-49,F,16,7589.0,2.0,3.150000095,1,1.0,45,49
493,951464,936,123671,45-49,F,16,20997.0,10.0,11.94999981,1,0.0,45,49
494,951465,936,123671,45-49,F,16,4617.0,1.0,1.360000014,1,0.0,45,49
495,951498,936,123677,45-49,F,20,259.0,0.0,0.0,1,0.0,45,49
496,951508,936,123678,30-34,F,18,1134.0,0.0,0.0,1,0.0,30,34
497,951542,936,123684,40-44,F,27,357.0,0.0,0.0,1,0.0,40,44
498,951607,936,123695,40-44,F,10,848.0,0.0,0.0,1,1.0,40,44
499,951608,936,123695,40-44,F,10,3149.0,1.0,1.480000019,1,0.0,40,44
500,951641,936,123700,40-44,F,2,87.0,0.0,0.0,1,1.0,40,44
501,951677,936,123706,35-39,F,27,2563.0,1.0,1.480000019,1,0.0,35,39
502,951692,936,123709,35-39,F,10,1107.0,0.0,0.0,1,0.0,35,39
503,951715,936,123713,45-49,F,64,10677.0,5.0,7.269999981,1,0.0,45,49
504,951756,936,123720,35-39,F,22,2189.0,1.0,0.409999996,1,0.0,35,39
505,951779,936,123723,45-49,F,27,3277.0,2.0,2.680000067,1,0.0,45,49
506,951782,936,123724,45-49,F,26,781.0,0.0,0.0,1,0.0,45,49
507,951810,936,123729,35-39,F,16,2226.0,0.0,0.0,1,0.0,35,39
508,951812,936,123729,35-39,F,16,16274.0,4.0,6.079999924,2,0.0,35,39
509,951837,936,123733,45-49,F,20,2077.0,1.0,1.50999999,1,1.0,45,49
510,951853,936,123736,30-34,F,20,529.0,0.0,0.0,0,0.0,30,34
511,951854,936,123736,30-34,F,20,487.0,0.0,0.0,1,0.0,30,34
512,951856,936,123736,30-34,F,20,4626.0,2.0,2.099999905,2,0.0,30,34
513,951941,936,123750,30-34,F,28,2764.0,1.0,1.559999943,1,1.0,30,34
514,952001,936,123760,45-49,F,10,5447.0,2.0,2.960000038,1,0.0,45,49
515,952031,936,123765,40-44,F,16,28169.0,8.0,12.36999989,1,1.0,40,44
516,952080,936,123774,40-44,F,27,415.0,0.0,0.0,1,0.0,40,44
517,952100,936,123777,35-39,F,29,810.0,0.0,0.0,1,1.0,35,39
518,1121091,1178,144531,30-34,M,10,544667.25,92.25,147.842499759,6,2.5,30,34
519,1121092,1178,144531,30-34,M,10,544667.25,67.0,122.4,6,2.5,30,34
520,1121094,1178,144531,30-34,M,10,24362.0,0.0,0.0,1,1.0,30,34
521,1121095,1178,144531,30-34,M,10,459690.0,50.0,86.33000112,5,2.0,30,34
522,1121096,1178,144531,30-34,M,10,544667.25,86.0,147.842499759,6,2.0,30,34
523,1121097,1178,144532,30-34,M,15,30068.0,1.0,1.820000052,1,0.0,30,34
524,1121098,1178,144532,30-34,M,15,544667.25,92.25,147.842499759,6,2.5,30,34
525,1121100,1178,144532,30-34,M,15,544667.25,92.25,147.842499759,6,2.5,30,34
526,1121101,1178,144532,30-34,M,15,29945.0,1.0,1.590000033,2,1.0,30,34
527,1121102,1178,144532,30-34,M,15,357856.0,30.0,52.97000015,6,2.5,30,34
528,1121104,1178,144533,30-34,M,16,544667.25,92.25,147.842499759,6,2.5,30,34
529,1121105,1178,144533,30-34,M,16,145999.0,9.0,16.5200001,5,2.0,30,34
530,1121107,1178,144533,30-34,M,16,32616.0,1.0,1.539999962,2,0.0,30,34
531,1121108,1178,144533,30-34,M,16,544667.25,92.25,147.842499759,6,2.5,30,34
532,1121110,1178,144534,30-34,M,18,544667.25,92.25,147.842499759,6,2.0,30,34
533,1121111,1178,144534,30-34,M,18,182452.0,20.0,35.73000026,4,1.0,30,34
534,1121113,1178,144534,30-34,M,18,544667.25,92.25,147.842499759,6,2.5,30,34
535,1121114,1178,144534,30-34,M,18,31349.0,2.0,3.800000072,1,0.0,30,34
536,1121115,1178,144535,30-34,M,19,410310.0,55.0,96.80000055,3,0.0,30,34
537,1121116,1178,144535,30-34,M,19,544667.25,89.0,147.842499759,6,2.5,30,34
538,1121117,1178,144535,30-34,M,19,98759.0,15.0,26.56999946,1,1.0,30,34
539,1121119,1178,144535,30-34,M,19,345371.0,54.0,93.08999991,6,2.5,30,34
540,1121121,1178,144536,30-34,M,20,323899.0,46.0,78.9200002,5,1.0,30,34
541,1121122,1178,144536,30-34,M,20,399199.0,58.0,103.1500002,3,0.0,30,34
542,1121123,1178,144536,30-34,M,20,171202.0,22.0,36.53000021,3,1.0,30,34
543,1121124,1178,144536,30-34,M,20,128386.0,15.0,28.85000002,2,1.0,30,34
544,1121125,1178,144536,30-34,M,20,544667.25,92.25,147.842499759,6,2.5,30,34
545,1121126,1178,144536,30-34,M,20,45923.0,5.0,7.220000148,2,0.0,30,34
546,1121127,1178,144537,30-34,M,21,40873.0,4.0,7.899999976,2,1.0,30,34
547,1121128,1178,144537,30-34,M,21,286553.0,34.0,62.06000042,2,1.0,30,34
548,1121129,1178,144537,30-34,M,21,20618.0,1.0,2.099999905,2,1.0,30,34
549,1121131,1178,144537,30-34,M,21,83591.0,7.0,14.14000046,2,2.0,30,34
550,1121132,1178,144537,30-34,M,21,114923.0,12.0,23.73000026,4,2.0,30,34
551,1121133,1178,144538,30-34,M,22,25002.0,1.0,1.710000038,1,0.0,30,34
552,1121134,1178,144538,30-34,M,22,68905.0,5.0,9.440000057,1,0.0,30,34
553,1121136,1178,144538,30-34,M,22,169588.0,16.0,27.79999924,1,0.0,30,34
554,1121138,1178,144538,30-34,M,22,328991.0,35.0,67.65000057,5,2.0,30,34
555,1121141,1178,144539,30-34,M,23,23198.0,2.0,2.980000019,1,0.0,30,34
556,1121142,1178,144539,30-34,M,23,26890.0,2.0,3.24000001,1,0.0,30,34
557,1121143,1178,144539,30-34,M,23,221695.0,31.0,52.26000011,5,2.0,30,34
558,1121152,1178,144541,30-34,M,24,88443.0,7.0,13.0400002,1,1.0,30,34
559,1121153,1178,144541,30-34,M,24,187856.0,23.0,38.38999975,5,1.0,30,34
560,1121164,1178,144545,30-34,M,25,544667.25,80.0,138.7699997,6,2.0,30,34
561,1121167,1178,144545,30-34,M,25,544667.25,92.25,147.842499759,6,2.5,30,34
562,1121168,1178,144545,30-34,M,25,50523.0,6.0,8.549999952,1,0.0,30,34
563,1121172,1178,144547,30-34,M,26,87935.0,9.0,15.63000023,1,0.0,30,34
564,1121173,1178,144547,30-34,M,26,278225.0,33.0,60.19999957,3,0.0,30,34
565,1121175,1178,144547,30-34,M,26,209461.0,20.0,34.19000006,1,0.0,30,34
566,1121177,1178,144547,30-34,M,26,26316.0,2.0,3.24000001,3,0.0,30,34
567,1121181,1178,144549,30-34,M,27,41030.0,3.0,5.140000105,2,1.0,30,34
568,1121182,1178,144549,30-34,M,27,544667.25,92.25,147.842499759,6,2.5,30,34
569,1121183,1178,144549,30-34,M,27,399392.0,53.0,93.07000041,5,0.0,30,34
570,1121184,1178,144549,30-34,M,27,283858.0,30.0,56.05999923,1,0.0,30,34
571,1121185,1178,144549,30-34,M,27,260699.0,31.0,54.09999871,5,2.0,30,34
572,1121193,1178,144552,30-34,M,28,57781.0,5.0,7.800000072,2,1.0,30,34
573,1121195,1178,144552,30-34,M,28,38757.0,3.0,5.220000029,1,0.0,30,34
574,1121196,1178,144552,30-34,M,28,544667.25,92.25,147.842499759,6,2.5,30,34
575,1121197,1178,144552,30-34,M,28,544667.25,92.25,147.842499759,6,2.0,30,34
576,1121202,1178,144554,30-34,M,29,544667.25,65.0,115.1200008,6,2.5,30,34
577,1121203,1178,144554,30-34,M,29,544667.25,92.25,147.842499759,6,2.5,30,34
578,1121205,1178,144554,30-34,M,29,297452.0,30.0,52.01999986,4,1.0,30,34
579,1121206,1178,144554,30-34,M,29,227925.0,22.0,35.30999994,6,2.5,30,34
580,1121207,1178,144554,30-34,M,29,374175.0,38.0,63.32000101,6,2.5,30,34
581,1121211,1178,144556,30-34,M,30,223586.0,32.0,54.24000037,1,0.0,30,34
582,1121213,1178,144556,30-34,M,30,283170.0,39.0,65.22999996,2,1.0,30,34
583,1121215,1178,144556,30-34,M,30,41636.0,3.0,4.210000038,1,0.0,30,34
584,1121216,1178,144556,30-34,M,30,198658.0,30.0,48.60999978,6,1.0,30,34
585,1121220,1178,144558,30-34,M,31,100596.0,10.0,13.91999972,4,2.0,30,34
586,1121223,1178,144558,30-34,M,31,64020.0,5.0,11.0599997,1,0.0,30,34
587,1121224,1178,144558,30-34,M,31,14289.0,0.0,0.0,1,0.0,30,34
588,1121229,1178,144561,30-34,M,32,404866.0,43.0,87.42000079,4,0.0,30,34
589,1121231,1178,144561,30-34,M,32,22256.0,1.0,1.659999967,1,1.0,30,34
590,1121233,1178,144561,30-34,M,32,57690.0,4.0,6.74000001,1,0.0,30,34
591,1121241,1178,144562,30-34,M,36,24952.0,5.0,8.220000267,3,2.0,30,34
592,1121242,1178,144562,30-34,M,36,38900.0,3.0,5.580000043,1,0.0,30,34
593,1121243,1178,144562,30-34,M,36,53520.0,6.0,9.2299999,1,1.0,30,34
594,1121244,1178,144562,30-34,M,36,181683.0,20.0,34.22999972,2,1.0,30,34
595,1121245,1178,144562,30-34,M,36,29185.0,2.0,3.149999976,1,0.0,30,34
596,1121246,1178,144562,30-34,M,36,105047.0,13.0,20.2099994,3,1.0,30,34
597,1121250,1178,144565,30-34,M,63,287976.0,31.0,59.43999982,3,2.0,30,34
598,1121251,1178,144565,30-34,M,63,212175.0,22.0,38.58999968,2,1.0,30,34
599,1121252,1178,144565,30-34,M,63,11139.0,0.0,0.0,1,1.0,30,34
